"EEID"	"Full Name"	"Job Title"	"Department"	"Business Unit"	"Gender"	"Ethnicity"	"Age"	"Hire Date"	"Annual Salary"	"Bonus %"	"Country"	"City"	"Exit Date"
"E02147"	"Allison Medina"	"Manager"	"Finance"	"Speciality Products"	"Female"	"Latino"	"55"	"Thu Apr 29 2010 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"111038"	"0.05"	"Brazil"	"Sao Paulo"	""
"E02914"	"Maria Wilson"	"Vice President"	"Engineering"	"Research & Development"	"Female"	"Caucasian"	"51"	"Fri Jun 14 1996 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"200246"	"0.34"	"United States"	"Columbus"	""
"E03268"	"Everly Coleman"	"Vice President"	"IT"	"Corporate"	"Female"	"Caucasian"	"48"	"Wed Feb 18 2015 00:00:00 GMT-0500 (アメリカ東部標準時)"	"194871"	"0.35"	"United States"	"Columbus"	""
"E03972"	"Jordan Gomez"	"Sr. Analyst"	"Accounting"	"Research & Development"	"Male"	"Latino"	"58"	"Thu Sep 15 1994 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"98769"	"0"	"Brazil"	"Rio de Janerio"	"Mon Oct 03 2016 00:00:00 GMT-0400 (アメリカ東部夏時間)"
"E02189"	"Isla Chavez"	"Account Representative"	"Sales"	"Research & Development"	"Female"	"Latino"	"29"	"Sat May 19 2018 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"65334"	"0"	"Brazil"	"Rio de Janerio"	""
"E04290"	"Hannah Gomez"	"Technical Architect"	"IT"	"Manufacturing"	"Female"	"Latino"	"25"	"Tue May 11 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"83934"	"0"	"United States"	"Miami"	""
"E03630"	"Jacob Davis"	"Director"	"Accounting"	"Research & Development"	"Male"	"Caucasian"	"36"	"Sat Sep 03 2016 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"150399"	"0.28"	"United States"	"Chicago"	""
"E00432"	"Eli Gupta"	"Director"	"Human Resources"	"Research & Development"	"Male"	"Asian"	"37"	"Sat May 19 2012 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"160280"	"0.19"	"China"	"Beijing"	""
"E03045"	"Andrew Huynh"	"Business Partner"	"Human Resources"	"Speciality Products"	"Male"	"Asian"	"57"	"Mon Apr 28 1997 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"54051"	"0"	"United States"	"Miami"	"Sun Oct 11 1998 00:00:00 GMT-0400 (アメリカ東部夏時間)"
"E01924"	"Anna Gutierrez"	"Director"	"Engineering"	"Research & Development"	"Female"	"Latino"	"59"	"Tue Apr 15 2003 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"150699"	"0.29"	"Brazil"	"Sao Paulo"	""
"E04877"	"Samuel Vega"	"Analyst II"	"Marketing"	"Speciality Products"	"Male"	"Latino"	"37"	"Sat Mar 30 2013 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"69570"	"0"	"United States"	"Miami"	""
"E02770"	"Liliana Do"	"Service Desk Analyst"	"IT"	"Manufacturing"	"Female"	"Asian"	"30"	"Fri Mar 29 2019 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"86774"	"0"	"China"	"Chengdu"	""
"E04590"	"Isaac Sanders"	"HRIS Analyst"	"Human Resources"	"Manufacturing"	"Male"	"Caucasian"	"49"	"Thu Mar 29 2001 00:00:00 GMT-0500 (アメリカ東部標準時)"	"57606"	"0"	"United States"	"Miami"	""
"E01977"	"Raelynn Gupta"	"Sr. Manger"	"Finance"	"Corporate"	"Female"	"Asian"	"48"	"Mon Sep 10 2001 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"125730"	"0.11"	"China"	"Chongqing"	""
"E01378"	"Genesis Xiong"	"System Administrator"	"IT"	"Research & Development"	"Female"	"Asian"	"51"	"Sat Feb 25 2012 00:00:00 GMT-0500 (アメリカ東部標準時)"	"64170"	"0"	"United States"	"Columbus"	""
"E04224"	"Lucas Ramos"	"Sr. Business Partner"	"Human Resources"	"Speciality Products"	"Male"	"Latino"	"56"	"Wed Jan 21 1998 00:00:00 GMT-0500 (アメリカ東部標準時)"	"72303"	"0"	"United States"	"Phoenix"	""
"E03423"	"Santiago f Gonzalez"	"Manager"	"Sales"	"Research & Development"	"Male"	"Latino"	"36"	"Thu Jul 26 2012 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"105891"	"0.07"	"United States"	"Seattle"	""
"E01584"	"Henry Zhu"	"Vice President"	"Marketing"	"Speciality Products"	"Male"	"Asian"	"38"	"Wed Aug 25 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"255230"	"0.36"	"United States"	"Austin"	""
"E00788"	"Emily Contreras"	"Analyst II"	"Sales"	"Manufacturing"	"Female"	"Latino"	"56"	"Mon Jun 15 1992 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"59591"	"0"	"Brazil"	"Sao Paulo"	""
"E00207"	"Hailey Lai"	"Vice President"	"Human Resources"	"Manufacturing"	"Female"	"Asian"	"52"	"Mon Jul 23 2012 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"187048"	"0.32"	"China"	"Chengdu"	""
"E00834"	"Vivian Guzman"	"Analyst II"	"Finance"	"Speciality Products"	"Female"	"Latino"	"53"	"Sat Feb 09 2002 00:00:00 GMT-0500 (アメリカ東部標準時)"	"58605"	"0"	"United States"	"Phoenix"	""
"E04571"	"Hadley Contreras"	"Director"	"Engineering"	"Corporate"	"Female"	"Latino"	"60"	"Wed Jan 04 2017 00:00:00 GMT-0500 (アメリカ東部標準時)"	"178502"	"0.2"	"United States"	"Austin"	""
"E02652"	"Nathan Sun"	"Manager"	"Accounting"	"Speciality Products"	"Male"	"Asian"	"63"	"Wed Jul 29 2015 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"103724"	"0.05"	"China"	"Shanghai"	""
"E02693"	"Grace Campos"	"Director"	"Engineering"	"Research & Development"	"Female"	"Latino"	"37"	"Fri Mar 21 2008 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"156277"	"0.22"	"Brazil"	"Manaus"	""
"E03359"	"Autumn Ortiz"	"Field Engineer"	"Engineering"	"Research & Development"	"Female"	"Latino"	"30"	"Sun Dec 17 2017 00:00:00 GMT-0500 (アメリカ東部標準時)"	"87744"	"0"	"Brazil"	"Sao Paulo"	""
"E00399"	"Connor Walker"	"Analyst II"	"Finance"	"Manufacturing"	"Male"	"Caucasian"	"30"	"Mon Mar 18 2019 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"54714"	"0"	"United States"	"Columbus"	""
"E02971"	"Mia Wu"	"Enterprise Architect"	"IT"	"Corporate"	"Female"	"Asian"	"45"	"Sun Aug 25 2013 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"99169"	"0"	"China"	"Beijing"	""
"E03327"	"Julia Luong"	"Sr. Manger"	"Accounting"	"Research & Development"	"Female"	"Asian"	"55"	"Tue Jun 20 2006 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"142628"	"0.12"	"China"	"Chongqing"	""
"E00900"	"Eleanor Delgado"	"Sr. Analyst"	"Marketing"	"Manufacturing"	"Female"	"Latino"	"33"	"Sun Apr 27 2014 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"75869"	"0"	"Brazil"	"Sao Paulo"	""
"E00836"	"Addison Roberts"	"Network Architect"	"IT"	"Manufacturing"	"Female"	"Caucasian"	"65"	"Mon May 14 2018 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"60985"	"0"	"United States"	"Seattle"	""
"E03854"	"Camila Li"	"Sr. Manger"	"IT"	"Research & Development"	"Female"	"Asian"	"60"	"Sat Jul 24 2010 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"126911"	"0.1"	"China"	"Shanghai"	""
"E04729"	"Ezekiel Fong"	"Vice President"	"Sales"	"Research & Development"	"Male"	"Asian"	"56"	"Wed Feb 25 2004 00:00:00 GMT-0500 (アメリカ東部標準時)"	"216949"	"0.32"	"China"	"Shanghai"	""
"E00360"	"Dylan Thao"	"Director"	"Engineering"	"Manufacturing"	"Male"	"Asian"	"53"	"Mon Oct 22 2012 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"168510"	"0.29"	"United States"	"Seattle"	""
"E02284"	"Josephine Salazar"	"Field Engineer"	"Engineering"	"Speciality Products"	"Female"	"Latino"	"36"	"Mon Mar 14 2016 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"85870"	"0"	"Brazil"	"Sao Paulo"	""
"E00181"	"Genesis Hu"	"Sr. Analyst"	"Marketing"	"Corporate"	"Female"	"Asian"	"46"	"Tue Jan 15 2002 00:00:00 GMT-0500 (アメリカ東部標準時)"	"86510"	"0"	"China"	"Beijing"	"Thu Jan 02 2003 00:00:00 GMT-0500 (アメリカ東部標準時)"
"E04168"	"Mila Juarez"	"Manager"	"Sales"	"Speciality Products"	"Female"	"Latino"	"38"	"Thu Sep 21 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"119647"	"0.09"	"Brazil"	"Sao Paulo"	""
"E02861"	"Daniel Perry"	"Enterprise Architect"	"IT"	"Research & Development"	"Male"	"Caucasian"	"62"	"Sun Apr 15 2001 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"80921"	"0"	"United States"	"Columbus"	""
"E01357"	"Paisley Hunter"	"Engineering Manager"	"Engineering"	"Research & Development"	"Female"	"Caucasian"	"61"	"Fri Jan 15 2010 00:00:00 GMT-0500 (アメリカ東部標準時)"	"98110"	"0.13"	"United States"	"Chicago"	""
"E04387"	"Everleigh White"	"Network Architect"	"IT"	"Speciality Products"	"Female"	"Caucasian"	"59"	"Fri Oct 20 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"86831"	"0"	"United States"	"Phoenix"	""
"E03090"	"Penelope Choi"	"Technical Architect"	"IT"	"Speciality Products"	"Female"	"Asian"	"49"	"Fri Sep 10 2010 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"72826"	"0"	"China"	"Beijing"	""
"E03591"	"Piper Sun"	"Director"	"Marketing"	"Manufacturing"	"Female"	"Asian"	"64"	"Mon Feb 14 2011 00:00:00 GMT-0500 (アメリカ東部標準時)"	"171217"	"0.19"	"United States"	"Seattle"	""
"E03328"	"Lucy Johnson"	"Manager"	"IT"	"Research & Development"	"Female"	"Caucasian"	"57"	"Mon Apr 27 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"103058"	"0.07"	"United States"	"Columbus"	""
"E04937"	"Ian Ngo"	"Manager"	"Sales"	"Speciality Products"	"Male"	"Asian"	"52"	"Thu Aug 07 2014 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"117062"	"0.07"	"United States"	"Phoenix"	""
"E00515"	"Joseph Vazquez"	"Sr. Manger"	"Accounting"	"Speciality Products"	"Male"	"Latino"	"40"	"Wed Jan 23 2019 00:00:00 GMT-0500 (アメリカ東部標準時)"	"159031"	"0.1"	"United States"	"Miami"	""
"E01241"	"Hadley Guerrero"	"Sr. Manger"	"IT"	"Research & Development"	"Female"	"Latino"	"49"	"Wed Jan 14 2004 00:00:00 GMT-0500 (アメリカ東部標準時)"	"125086"	"0.1"	"Brazil"	"Sao Paulo"	""
"E03255"	"Jose Brown"	"System Administrator"	"IT"	"Speciality Products"	"Male"	"Caucasian"	"43"	"Thu Apr 07 2016 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"67976"	"0"	"United States"	"Seattle"	""
"E01711"	"Benjamin Ford"	"Analyst II"	"Finance"	"Speciality Products"	"Male"	"Caucasian"	"31"	"Thu Apr 22 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"74215"	"0"	"United States"	"Phoenix"	""
"E00500"	"Henry Shah"	"Director"	"Accounting"	"Manufacturing"	"Male"	"Asian"	"55"	"Fri Jun 11 2010 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"187389"	"0.25"	"China"	"Chengdu"	""
"E04972"	"Ivy Daniels"	"Sr. Manger"	"Human Resources"	"Speciality Products"	"Female"	"Caucasian"	"41"	"Sun Oct 26 2008 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"131841"	"0.13"	"United States"	"Columbus"	""
"E02728"	"Thomas Chang"	"Sr. Analyst"	"Accounting"	"Research & Development"	"Male"	"Asian"	"34"	"Tue Jul 26 2011 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"97231"	"0"	"China"	"Beijing"	""
"E04749"	"Caroline Phan"	"Sr. Manger"	"Finance"	"Corporate"	"Female"	"Asian"	"41"	"Sun Mar 14 2004 00:00:00 GMT-0500 (アメリカ東部標準時)"	"155004"	"0.12"	"United States"	"Austin"	""
"E02023"	"Maverick Mehta"	"Systems Analyst"	"IT"	"Manufacturing"	"Male"	"Asian"	"40"	"Mon Jul 30 2007 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"41859"	"0"	"United States"	"Seattle"	""
"E03166"	"Austin Edwards"	"IT Coordinator"	"IT"	"Manufacturing"	"Male"	"Black"	"42"	"Sun Sep 24 2006 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"52733"	"0"	"United States"	"Chicago"	""
"E02599"	"Daniel Huang"	"Vice President"	"Human Resources"	"Corporate"	"Male"	"Asian"	"31"	"Thu Sep 03 2015 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"250953"	"0.34"	"United States"	"Columbus"	""
"E01014"	"Lucas Phan"	"Director"	"Marketing"	"Research & Development"	"Male"	"Asian"	"49"	"Fri Feb 19 1999 00:00:00 GMT-0500 (アメリカ東部標準時)"	"191807"	"0.21"	"China"	"Chongqing"	""
"E04529"	"Gabriel Yu"	"Technical Architect"	"IT"	"Speciality Products"	"Male"	"Asian"	"42"	"Mon Jun 23 2014 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"64677"	"0"	"China"	"Chongqing"	""
"E00085"	"Mason Watson"	"Sr. Manger"	"IT"	"Corporate"	"Male"	"Caucasian"	"46"	"Tue Sep 14 2004 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"130274"	"0.11"	"United States"	"Chicago"	""
"E00632"	"Angel Chang"	"Network Architect"	"IT"	"Research & Development"	"Male"	"Asian"	"37"	"Thu Jul 06 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"96331"	"0"	"China"	"Shanghai"	""
"E02108"	"Madeline Coleman"	"Sr. Manger"	"Finance"	"Research & Development"	"Female"	"Caucasian"	"51"	"Fri Apr 28 2006 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"150758"	"0.13"	"United States"	"Chicago"	"Thu Aug 16 2007 00:00:00 GMT-0400 (アメリカ東部夏時間)"
"E03802"	"Thomas Vazquez"	"Director"	"Engineering"	"Corporate"	"Male"	"Latino"	"46"	"Sat Jul 19 2014 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"173629"	"0.21"	"Brazil"	"Sao Paulo"	""
"E03685"	"Silas Hunter"	"Solutions Architect"	"IT"	"Corporate"	"Male"	"Black"	"55"	"Mon May 04 1998 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"62174"	"0"	"United States"	"Chicago"	""
"E01089"	"Nicholas Brooks"	"Analyst II"	"Accounting"	"Manufacturing"	"Male"	"Caucasian"	"43"	"Fri Oct 20 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"56555"	"0"	"United States"	"Phoenix"	""
"E03988"	"Dominic Thomas"	"Analyst II"	"Marketing"	"Manufacturing"	"Male"	"Caucasian"	"48"	"Wed Sep 28 2005 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"74655"	"0"	"United States"	"Austin"	""
"E00401"	"Wesley Adams"	"System Administrator"	"IT"	"Corporate"	"Male"	"Caucasian"	"48"	"Mon Aug 11 2003 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"93017"	"0"	"United States"	"Seattle"	""
"E03429"	"Ian Wu"	"Sr. Analyst"	"Marketing"	"Manufacturing"	"Male"	"Asian"	"51"	"Sat Apr 14 2012 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"82300"	"0"	"China"	"Chengdu"	""
"E02417"	"Alice Young"	"Automation Engineer"	"Engineering"	"Research & Development"	"Female"	"Caucasian"	"46"	"Thu Jan 24 2008 00:00:00 GMT-0500 (アメリカ東部標準時)"	"91621"	"0"	"United States"	"Chicago"	""
"E00359"	"Logan Carrillo"	"Sr. Analyst"	"Marketing"	"Research & Development"	"Male"	"Latino"	"33"	"Sun Nov 30 2014 00:00:00 GMT-0500 (アメリカ東部標準時)"	"91280"	"0"	"United States"	"Miami"	""
"E02044"	"Caroline Alexander"	"Business Partner"	"Human Resources"	"Manufacturing"	"Female"	"Black"	"42"	"Fri Sep 18 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"47071"	"0"	"United States"	"Columbus"	""
"E01479"	"Serenity Bailey"	"IT Systems Architect"	"IT"	"Manufacturing"	"Female"	"Caucasian"	"55"	"Mon Nov 21 2011 00:00:00 GMT-0500 (アメリカ東部標準時)"	"81218"	"0"	"United States"	"Chicago"	""
"E04962"	"Elena Tan"	"Vice President"	"Engineering"	"Manufacturing"	"Female"	"Asian"	"50"	"Mon Oct 13 2008 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"181801"	"0.4"	"China"	"Chongqing"	"Wed Dec 11 2019 00:00:00 GMT-0500 (アメリカ東部標準時)"
"E02769"	"Eliza Adams"	"Account Representative"	"Sales"	"Manufacturing"	"Female"	"Caucasian"	"26"	"Sun Nov 21 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"	"63137"	"0"	"United States"	"Chicago"	""
"E03893"	"Alice Xiong"	"Vice President"	"Engineering"	"Manufacturing"	"Female"	"Asian"	"55"	"Sun Sep 02 2018 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"221465"	"0.34"	"China"	"Chengdu"	""
"E00553"	"Isla Yoon"	"Quality Engineer"	"Engineering"	"Research & Development"	"Female"	"Asian"	"50"	"Fri May 10 2013 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"79388"	"0"	"United States"	"Austin"	"Sun Aug 04 2019 00:00:00 GMT-0400 (アメリカ東部夏時間)"
"E03540"	"Emma Perry"	"Solutions Architect"	"IT"	"Manufacturing"	"Female"	"Caucasian"	"28"	"Mon Jan 22 2018 00:00:00 GMT-0500 (アメリカ東部標準時)"	"68176"	"0"	"United States"	"Seattle"	""
"E02769"	"Riley Marquez"	"Sr. Manger"	"Finance"	"Research & Development"	"Female"	"Latino"	"39"	"Fri Oct 18 2019 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"122829"	"0.11"	"United States"	"Chicago"	""
"E03277"	"Caroline Hu"	"Sr. Manger"	"Marketing"	"Speciality Products"	"Female"	"Asian"	"31"	"Sun Aug 18 2019 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"126353"	"0.12"	"China"	"Shanghai"	""
"E04194"	"Madison Kumar"	"Director"	"Accounting"	"Speciality Products"	"Female"	"Asian"	"55"	"Sun Oct 17 2010 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"188727"	"0.23"	"China"	"Chengdu"	""
"E01807"	"Matthew Lim"	"Sr. Analyst"	"Sales"	"Research & Development"	"Male"	"Asian"	"52"	"Fri Feb 18 1994 00:00:00 GMT-0500 (アメリカ東部標準時)"	"99624"	"0"	"United States"	"Seattle"	""
"E01762"	"Maya Ngo"	"Manager"	"Sales"	"Speciality Products"	"Female"	"Asian"	"55"	"Sat Oct 20 2012 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"108686"	"0.06"	"United States"	"Columbus"	""
"E02632"	"Alice Soto"	"Analyst"	"Accounting"	"Corporate"	"Female"	"Latino"	"56"	"Thu Apr 13 1995 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"50857"	"0"	"Brazil"	"Manaus"	""
"E04226"	"Andrew Moore"	"Operations Engineer"	"Engineering"	"Manufacturing"	"Male"	"Caucasian"	"47"	"Tue Jan 02 2001 00:00:00 GMT-0500 (アメリカ東部標準時)"	"120628"	"0"	"United States"	"Chicago"	""
"E04101"	"Olivia Harris"	"Director"	"Sales"	"Speciality Products"	"Female"	"Caucasian"	"63"	"Sun Jun 14 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"181216"	"0.27"	"United States"	"Columbus"	""
"E01981"	"Genesis Banks"	"Analyst"	"Finance"	"Corporate"	"Female"	"Caucasian"	"63"	"Fri Mar 16 2012 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"46081"	"0"	"United States"	"Chicago"	""
"E02534"	"Victoria Johnson"	"Sr. Manger"	"Accounting"	"Corporate"	"Female"	"Caucasian"	"55"	"Fri May 28 2004 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"159885"	"0.12"	"United States"	"Columbus"	""
"E01238"	"Eloise Griffin"	"Director"	"Sales"	"Manufacturing"	"Female"	"Caucasian"	"55"	"Sun Oct 29 1995 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"153271"	"0.15"	"United States"	"Austin"	""
"E01118"	"Roman Yang"	"Manager"	"Human Resources"	"Manufacturing"	"Male"	"Asian"	"42"	"Sat Dec 12 2009 00:00:00 GMT-0500 (アメリカ東部標準時)"	"114242"	"0.08"	"United States"	"Phoenix"	""
"E04041"	"Clara Huynh"	"IT Coordinator"	"IT"	"Speciality Products"	"Female"	"Asian"	"39"	"Wed Nov 18 2020 00:00:00 GMT-0500 (アメリカ東部標準時)"	"48415"	"0"	"China"	"Shanghai"	""
"E04308"	"Kai Flores"	"Development Engineer"	"Engineering"	"Manufacturing"	"Male"	"Latino"	"35"	"Tue May 23 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"65566"	"0"	"United States"	"Seattle"	""
"E01052"	"Jaxson Dinh"	"Sr. Manger"	"Marketing"	"Research & Development"	"Male"	"Asian"	"45"	"Thu May 03 2001 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"147752"	"0.12"	"China"	"Shanghai"	"Mon Dec 26 2011 00:00:00 GMT-0500 (アメリカ東部標準時)"
"E04165"	"Sophie Vang"	"Sr. Manger"	"Marketing"	"Manufacturing"	"Female"	"Asian"	"25"	"Tue Sep 14 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"136810"	"0.14"	"China"	"Chongqing"	""
"E02295"	"Axel Jordan"	"Analyst"	"Sales"	"Corporate"	"Male"	"Caucasian"	"47"	"Thu Feb 28 2013 00:00:00 GMT-0500 (アメリカ東部標準時)"	"54635"	"0"	"United States"	"Chicago"	""
"E04546"	"Jade Hunter"	"Cloud Infrastructure Architect"	"IT"	"Corporate"	"Female"	"Caucasian"	"42"	"Wed Feb 05 2020 00:00:00 GMT-0500 (アメリカ東部標準時)"	"96636"	"0"	"United States"	"Columbus"	""
"E04217"	"Lydia Williams"	"System Administrator"	"IT"	"Manufacturing"	"Female"	"Black"	"35"	"Wed Oct 29 2014 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"91592"	"0"	"United States"	"Chicago"	""
"E00650"	"Emery Chang"	"Business Partner"	"Human Resources"	"Research & Development"	"Female"	"Asian"	"45"	"Thu Aug 17 2000 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"55563"	"0"	"China"	"Chengdu"	""
"E00344"	"Savannah He"	"Director"	"IT"	"Research & Development"	"Female"	"Asian"	"52"	"Wed Feb 14 1996 00:00:00 GMT-0500 (アメリカ東部標準時)"	"159724"	"0.23"	"China"	"Beijing"	""
"E04645"	"Elias Ahmed"	"Vice President"	"Marketing"	"Corporate"	"Male"	"Asian"	"57"	"Fri Aug 04 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"183190"	"0.36"	"United States"	"Chicago"	""
"E03880"	"Samantha Woods"	"Analyst"	"Accounting"	"Speciality Products"	"Female"	"Caucasian"	"56"	"Wed Dec 25 2019 00:00:00 GMT-0500 (アメリカ東部標準時)"	"54829"	"0"	"United States"	"Phoenix"	""
"E02730"	"Axel Soto"	"Quality Engineer"	"Engineering"	"Corporate"	"Male"	"Latino"	"46"	"Fri Apr 22 2005 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"96639"	"0"	"Brazil"	"Rio de Janerio"	""
"E04517"	"Amelia Choi"	"Manager"	"Marketing"	"Speciality Products"	"Female"	"Asian"	"43"	"Sun Jun 11 2006 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"117278"	"0.09"	"United States"	"Miami"	""
"E00965"	"Jacob Khan"	"Computer Systems Manager"	"IT"	"Speciality Products"	"Male"	"Asian"	"53"	"Sat Feb 09 2008 00:00:00 GMT-0500 (アメリカ東部標準時)"	"84193"	"0.09"	"China"	"Shanghai"	""
"E04639"	"Luna Taylor"	"Network Administrator"	"IT"	"Manufacturing"	"Female"	"Caucasian"	"47"	"Sat Jul 28 2018 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"87806"	"0"	"United States"	"Seattle"	""
"E00465"	"Dominic Parker"	"Test Engineer"	"Engineering"	"Research & Development"	"Male"	"Caucasian"	"62"	"Tue Oct 04 2011 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"63959"	"0"	"United States"	"Seattle"	""
"E03058"	"Angel Xiong"	"Vice President"	"IT"	"Research & Development"	"Male"	"Asian"	"35"	"Thu Jun 11 2015 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"234723"	"0.36"	"China"	"Shanghai"	""
"E02337"	"Emma Cao"	"Analyst"	"Accounting"	"Corporate"	"Female"	"Asian"	"27"	"Sat Aug 24 2019 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"50809"	"0"	"China"	"Chongqing"	""
"E04927"	"Ezekiel Bryant"	"Sr. Analyst"	"Finance"	"Manufacturing"	"Male"	"Caucasian"	"55"	"Fri Jul 19 2002 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"77396"	"0"	"United States"	"Miami"	""
"E03799"	"Natalie Hwang"	"Sr. Analyst"	"Finance"	"Speciality Products"	"Female"	"Asian"	"63"	"Fri Dec 31 1999 00:00:00 GMT-0500 (アメリカ東部標準時)"	"89523"	"0"	"United States"	"Phoenix"	""
"E04538"	"Adeline Yang"	"Cloud Infrastructure Architect"	"IT"	"Corporate"	"Female"	"Asian"	"53"	"Wed Jul 20 2011 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"86173"	"0"	"China"	"Chongqing"	""
"E02633"	"Allison Roberts"	"Vice President"	"Sales"	"Manufacturing"	"Female"	"Black"	"54"	"Sat Aug 19 2000 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"222224"	"0.38"	"United States"	"Columbus"	""
